,date,empleo_volumen,favorite_count,iso2,retweet_count
0,2020-06-15,1,0.0,BS,0.0
1,2020-06-16,1,0.0,BS,0.0
2,2020-06-21,1,0.0,BS,0.0
3,2020-06-23,1,0.0,BS,0.0
4,2020-06-24,1,0.0,BS,0.0
5,2020-06-25,1,0.0,BS,0.0
6,2020-07-01,3,0.0,BS,0.0
7,2020-07-02,3,0.0,BS,0.0
8,2020-07-03,1,0.0,BS,0.0
9,2020-07-15,2,213.0,BS,11.0
10,2020-07-16,2,0.0,BS,0.0
11,2020-07-18,2,1.0,BS,0.0
12,2020-07-19,2,3.0,BS,1.0
13,2020-07-20,8,40.0,BS,42.0
