,date,empleo_volumen,favorite_count,iso2,retweet_count
0,2020-06-16,1,0.0,GY,0.0
1,2020-06-19,1,0.0,GY,0.0
2,2020-06-26,1,0.0,GY,0.0
3,2020-07-19,2,0.0,GY,0.0
