,date,empleo_volumen,favorite_count,iso2,retweet_count
0,2020-06-18,1,0.0,BZ,0.0
1,2020-06-23,1,0.0,BZ,0.0
2,2020-06-30,1,0.0,BZ,0.0
3,2020-07-18,2,0.0,BZ,0.0
