,date,text
0,2020-06-23,Oferta de empleo: Relaciones Públicas y Coctelero/a (Belice Terraza - Jerez de la Frontera)   https://t.co/1nZerJQUNy
1,2020-06-18,"@EltoLucas2 @iwgmex @raymundotenorio @RepDeFiFidonia lamentablemente es el que menos politica de proteccion al empleo ha realizado , y no somos guatemala ni belice , nos afectara a todos , pero es mas importante seguirle echando la culpa a todos en vez de tender puentes para unirnos como pais, en vez de eso genera odio y divide"
