	date	empleo_volumen	replies	retweets	likes	iso_2
151	2020-05-31	11	241.0	448.0	1553.0	SV
152	2020-06-01	5	2.0	1.0	2.0	SV
153	2020-06-02	7	42.0	82.0	244.0	SV
154	2020-06-03	7	6.0	17.0	24.0	SV
155	2020-06-04	13	4.0	45.0	130.0	SV
156	2020-06-05	21	6.0	33.0	76.0	SV
157	2020-06-06	16	10.0	12.0	98.0	SV
158	2020-06-07	11	300.0	149.0	802.0	SV
159	2020-06-08	14	4.0	14.0	40.0	SV
160	2020-06-09	10	42.0	27.0	77.0	SV
161	2020-06-10	7	4.0	34.0	55.0	SV
162	2020-06-11	3	11.0	21.0	83.0	SV
163	2020-06-12	6	1.0	26.0	41.0	SV
164	2020-06-13	8	2.0	0.0	2.0	SV
165	2020-06-14	9	4.0	7.0	30.0	SV
166	2020-06-15	10	1.0	25.0	41.0	SV
167	2020-06-16	8	3.0	4.0	32.0	SV
168	2020-06-17	7	1.0	3.0	4.0	SV
169	2020-06-18	10	3.0	8.0	23.0	SV
170	2020-06-19	10	0.0	8.0	24.0	SV
171	2020-06-20	5	0.0	0.0	3.0	SV
172	2020-06-21	12	4.0	7.0	16.0	SV
173	2020-06-22	11	1.0	9.0	21.0	SV
174	2020-06-23	7	5.0	3.0	6.0	SV
175	2020-06-24	11	5.0	7.0	26.0	SV
176	2020-06-25	6	3.0	2.0	7.0	SV
177	2020-06-26	6	7.0	36.0	114.0	SV
178	2020-06-27	5	1.0	2.0	8.0	SV
179	2020-06-28	6	0.0	0.0	1.0	SV
180	2020-06-29	3	0.0	0.0	5.0	SV
181	2020-06-30	7	14.0	55.0	176.0	SV
182	2020-07-01	21	3350.0	1223.0	6615.0	SV
183	2020-07-02	8	19.0	70.0	141.0	SV
184	2020-07-03	5	59.0	30.0	74.0	SV
185	2020-07-04	3	0.0	9.0	9.0	SV
186	2020-07-05	5	1.0	0.0	12.0	SV
187	2020-07-06	4	36.0	232.0	732.0	SV
188	2020-07-07	11	17.0	4.0	25.0	SV
189	2020-07-08	6	0.0	5.0	11.0	SV
190	2020-07-09	8	1.0	0.0	6.0	SV
191	2020-07-10	14	2.0	23.0	52.0	SV
192	2020-07-11	8	6.0	4.0	8.0	SV
193	2020-07-12	3	0.0	0.0	0.0	SV
194	2020-07-13	10	1.0	8.0	27.0	SV
195	2020-07-14	11	7.0	13.0	13.0	SV
196	2020-07-15	14	4.0	19.0	59.0	SV
197	2020-07-16	16	4.0	19.0	35.0	SV
198	2020-07-17	7	5.0	12.0	21.0	SV
199	2020-07-18	8	1.0	38.0	45.0	SV
200	2020-07-19	5	4.0	1.0	9.0	SV
201	2020-07-20	2	0.0	0.0	2.0	SV
202	2020-07-21	7	5.0	22.0	68.0	SV
203	2020-07-22	7	2.0	17.0	36.0	SV
204	2020-07-23	15	14.0	26.0	63.0	SV
205	2020-07-24	7	1.0	5.0	12.0	SV
206	2020-07-25	6	2.0	24.0	55.0	SV
0	2019-12-31	103	21.0	27.0	474.0	BR
1	2020-01-01	357	189.0	1366.0	5061.0	BR
2	2020-01-02	390	379.0	994.0	5218.0	BR
3	2020-01-03	339	185.0	748.0	4503.0	BR
4	2020-01-04	342	396.0	548.0	7854.0	BR
5	2020-01-05	337	674.0	4948.0	36580.0	BR
6	2020-01-06	411	421.0	658.0	7013.0	BR
7	2020-01-07	435	189.0	671.0	3867.0	BR
8	2020-01-08	421	217.0	724.0	5583.0	BR
9	2020-01-09	497	911.0	2590.0	21772.0	BR
10	2020-01-10	497	377.0	1316.0	6209.0	BR
11	2020-01-11	390	922.0	2832.0	17222.0	BR
12	2020-01-12	361	333.0	601.0	2849.0	BR
13	2020-01-13	494	437.0	828.0	11405.0	BR
14	2020-01-14	525	677.0	1769.0	9068.0	BR
15	2020-01-15	509	356.0	1278.0	6294.0	BR
16	2020-01-16	577	537.0	1634.0	7339.0	BR
17	2020-01-17	469	374.0	1565.0	5178.0	BR
18	2020-01-18	319	347.0	291.0	2424.0	BR
19	2020-01-19	291	302.0	418.0	3231.0	BR
20	2020-01-20	578	655.0	2342.0	13974.0	BR
21	2020-01-21	693	2294.0	3981.0	21073.0	BR
22	2020-01-22	513	278.0	546.0	3076.0	BR
23	2020-01-23	672	682.0	2381.0	11481.0	BR
24	2020-01-24	733	523.0	2430.0	17699.0	BR
25	2020-01-25	469	809.0	2035.0	11042.0	BR
26	2020-01-26	1493	3698.0	2850.0	17617.0	BR
27	2020-01-27	539	3285.0	3807.0	80792.0	BR
28	2020-01-28	791	971.0	4594.0	26035.0	BR
29	2020-01-29	714	1218.0	8336.0	43756.0	BR
30	2020-01-30	702	1289.0	2327.0	12073.0	BR
31	2020-01-31	774	1918.0	2679.0	16168.0	BR
32	2020-02-01	406	168.0	497.0	3311.0	BR
33	2020-02-02	195	330.0	1176.0	5967.0	BR
34	2020-02-03	610	415.0	1021.0	6412.0	BR
35	2020-02-04	573	430.0	812.0	4345.0	BR
36	2020-02-05	592	539.0	1376.0	6944.0	BR
37	2020-02-06	665	1239.0	4237.0	25286.0	BR
38	2020-02-07	563	1412.0	3066.0	15669.0	BR
39	2020-02-08	415	448.0	1202.0	8586.0	BR
40	2020-02-09	503	1811.0	2190.0	20622.0	BR
41	2020-02-10	526	1215.0	1906.0	11061.0	BR
42	2020-02-11	631	493.0	1151.0	6157.0	BR
43	2020-02-12	662	667.0	2300.0	14444.0	BR
44	2020-02-13	866	545.0	2519.0	12052.0	BR
45	2020-02-14	717	536.0	2637.0	15267.0	BR
46	2020-02-15	481	2000.0	6604.0	31690.0	BR
47	2020-02-16	487	729.0	4294.0	34137.0	BR
48	2020-02-17	608	330.0	1054.0	6514.0	BR
49	2020-02-18	653	389.0	696.0	7870.0	BR
50	2020-02-19	624	1927.0	6060.0	33068.0	BR
51	2020-02-20	537	625.0	1714.0	12713.0	BR
52	2020-02-21	618	7036.0	10590.0	55394.0	BR
53	2020-02-22	399	423.0	804.0	4976.0	BR
54	2020-02-23	343	236.0	937.0	5492.0	BR
55	2020-02-24	404	2898.0	7881.0	43087.0	BR
56	2020-02-25	412	456.0	2356.0	13110.0	BR
57	2020-02-26	677	1000.0	5041.0	22397.0	BR
58	2020-02-27	804	1744.0	12626.0	52536.0	BR
59	2020-02-28	814	750.0	4289.0	20676.0	BR
60	2020-02-29	547	983.0	4057.0	25823.0	BR
61	2020-03-01	510	744.0	3865.0	20066.0	BR
62	2020-03-02	565	1089.0	4782.0	25796.0	BR
63	2020-03-03	626	915.0	2750.0	23331.0	BR
64	2020-03-04	684	1529.0	3668.0	28636.0	BR
65	2020-03-05	661	458.0	1340.0	6099.0	BR
66	2020-03-06	606	1867.0	5633.0	27739.0	BR
67	2020-03-07	493	1118.0	5044.0	23278.0	BR
68	2020-03-08	582	313.0	1382.0	6644.0	BR
69	2020-03-09	687	676.0	3446.0	20892.0	BR
70	2020-03-10	628	669.0	1035.0	8705.0	BR
71	2020-03-11	684	458.0	1248.0	8744.0	BR
72	2020-03-12	693	644.0	2495.0	10918.0	BR
73	2020-03-13	633	362.0	2028.0	11866.0	BR
74	2020-03-14	373	264.0	1088.0	6660.0	BR
75	2020-03-15	835	748.0	4995.0	24403.0	BR
76	2020-03-16	948	1474.0	2818.0	16681.0	BR
77	2020-03-17	1007	583.0	2020.0	11749.0	BR
78	2020-03-18	1012	932.0	3360.0	18625.0	BR
79	2020-03-19	1082	5744.0	12677.0	66039.0	BR
80	2020-03-20	949	1274.0	6156.0	27588.0	BR
81	2020-03-21	930	1790.0	6005.0	36064.0	BR
82	2020-03-22	626	1208.0	6631.0	32849.0	BR
83	2020-03-23	270	635.0	1241.0	5474.0	BR
84	2020-03-24	916	2780.0	5490.0	29641.0	BR
85	2020-03-25	2433	2054.0	9813.0	47569.0	BR
86	2020-03-26	1836	2039.0	5607.0	23182.0	BR
87	2020-03-27	1396	2297.0	10487.0	46300.0	BR
88	2020-03-28	1055	1537.0	5308.0	31094.0	BR
89	2020-03-29	1091	2483.0	4458.0	26911.0	BR
90	2020-03-30	1053	879.0	5422.0	21772.0	BR
91	2020-03-31	1241	1310.0	2167.0	18451.0	BR
92	2020-04-01	1003	766.0	3334.0	11715.0	BR
93	2020-04-02	1489	24313.0	14033.0	100911.0	BR
94	2020-04-03	1147	632.0	2117.0	10522.0	BR
95	2020-04-04	867	772.0	1652.0	11029.0	BR
96	2020-04-05	767	1213.0	7473.0	33765.0	BR
97	2020-04-06	1288	1521.0	6334.0	27479.0	BR
98	2020-04-07	795	451.0	841.0	4564.0	BR
99	2020-04-08	762	352.0	1075.0	5625.0	BR
100	2020-04-09	710	607.0	825.0	6450.0	BR
101	2020-04-10	633	1224.0	4694.0	25918.0	BR
102	2020-04-11	670	1258.0	6000.0	23412.0	BR
103	2020-04-12	911	978.0	3262.0	17336.0	BR
104	2020-04-13	765	573.0	1288.0	8865.0	BR
105	2020-04-14	763	2793.0	7717.0	38831.0	BR
106	2020-04-25	276	3288.0	5390.0	26477.0	BR
107	2020-04-26	1173	1431.0	4931.0	26839.0	BR
